id,name,active,is_company,state_id/id,street,street2,zip,city,country_id/id,property_payment_term/id,phone,fax,email,website,ref,lang,sageecommerce,pwecommerce,property_account_position
res.partner_SCHLEI,SCHLEICH-LEDER,True,True,res.state_BAYERN,LUDWIGSTRASSE 74,,84524,NEUÖTTING,,account_payment_term.30joursnet,0049 8671 2294,,,,SCHLEI,English,SCHLEI,necur968,Régime Intra-Communautaire
res.partner_SCHLIN,SCHLINK GMBH,True,True,res.state_NORDRHEIN-WESTFALEN,BERLINER STRASSE . 12,,33330,GÜTERSLOH,,account_payment_term.30joursnet,49.52.411.25.71,49.52.411.50.18,,,SCHLIN,English,SCHLIN,bikax463,Régime Intra-Communautaire
res.partner_SCHLU1,SCHLUGA KOFFER UND TASCHEN,True,True,,BERGGASSE . 8,,9300,ST VEIT / GLAN,,account_payment_term.30joursnet,0043 42125070,,,,SCHLU1,English,SCHLU1,xuxup356,Régime Intra-Communautaire
res.partner_SCHMI1,GARDINEN-LEDERWAREN,True,True,res.state_BADEN-WÜRTTEMBERG,ALTENBURGER STR. 17,,8396,WALDENBURG,,account_payment_term.30joursnet,037608-22726,,,,SCHMI1,English,SCHMI1,varuv534,Régime Intra-Communautaire
res.partner_SCHMI2,ERIK SCHMIEDGEN,True,True,res.state_SACHSEN-ANHALT,WIPPRAER BAHNHOFSTRASSE 3,,6526,SANGERHAUSEN / OT WIPPRA,,account_payment_term.30joursnet,0049 3477520346,,,,SCHMI2,English,SCHMI2,fifov494,Régime Intra-Communautaire
res.partner_SCHMI3,SIEGFRIED SCHMIDT,True,True,,HINDENBURGSTRASSE 19,,73760,OSTFINGEN,,account_payment_term.30joursnet,0049 7113482000,0049 7113430205,,,SCHMI3,English,,,Régime Intra-Communautaire
res.partner_SCHMID,SCHMID LEDERWAREN,True,True,res.state_BAYERN,MARKTPLATZ . 16,,89257,ILLERTISSEN,,account_payment_term.30joursnet,0049.73.03.71.09,0049.7303.42.449,,,SCHMID,English,SCHMID,dijur584,Régime Intra-Communautaire
res.partner_SCHMIE,SCHMIEDEL GABRIELE LEDERW.,True,True,res.state_BRANDENBURG,POSTSTR. 9,,16909,WITTSTOCK,,account_payment_term.30joursnet,03394.44.15.17,,,,SCHMIE,English,SCHMIE,ronoq998,Régime Intra-Communautaire
res.partner_SCHNE,GUTENBERG BÜROHANDEL,True,True,res.state_NORDRHEIN-WESTFALEN,ALTE BAHNHOFSTRASSE 6,,53173,BAD GODESBERG,,account_payment_term.30joursnet,49.22.83.55.022,49.22.83.55.025,,,SCHNE,English,SCHNE,fitoc887,Régime Intra-Communautaire
res.partner_SCHNIR,SCHNIRCH LEDERWAREN,True,True,,SIMMERINGER HAUPSTRASSE . 48,,1110,WIEN,,account_payment_term.30joursnet,0043 17494339,0043 17494339,,,SCHNIR,English,SCHNIR,jiton110,Régime Intra-Communautaire
res.partner_SCHOE1,SCHOEN SERVICE BVBA,True,True,,LEOPOLDSTRAAT 12,,2300,TURNHOUT,,account_payment_term.30joursnet,014 416343,,,,SCHOE1,Dutch / Nederlands,SCHOE1,demov646,Régime National
res.partner_SCHOE2,SCHOENMAKERIJ BEN,True,True,,HERENSTRAAT 34,,2215,KH VOORHOUT,,account_payment_term.30joursnet,0031 630567288,,,,SCHOE2,Dutch / Nederlands,SCHOE2,ciguq662,Régime Intra-Communautaire
res.partner_SCHOEN,SCHOEN EN ZO,True,True,,RIDDERSTRAAT . 9,,5211,JZ DEN BOSCH,,account_payment_term.30joursnet,,,,,SCHOEN,Dutch / Nederlands,SCHOEN,mucog227,Régime Intra-Communautaire
res.partner_SCHOL,SCHOL,True,True,,45. RUE JOSEPH WAUTERS,,7110,STREPY-BRACQUEGNIE,,account_payment_term.30joursnet,064 663219,,,,SCHOL,French / Français,SCHOL,vomev048,Régime National
res.partner_SCHONH,SCHÖNHERR GMBH,True,True,res.state_BAYERN,DR.- K-SCHUMACHER-STR. 25,,90402,NÜRNBERG,,account_payment_term.30joursnet,0049 911209167/68,0049 9112405606,,,SCHONH,English,SCHONH,molis858,Régime Intra-Communautaire
res.partner_SCHOTH,SCHOTH LEDERWAREN,True,True,,NIEUWENDIJK . 180,,1012,MT AMSTERDAM,,account_payment_term.30joursnet,020.624.65.68,,,,SCHOTH,Dutch / Nederlands,SCHOTH,pefuv907,Régime Intra-Communautaire
res.partner_SCHOU1,J.H. SCHOUTEN,True,True,,HERBERG 29,,2264KT,LEIDSCHENDAM,,account_payment_term.30joursnet,0031 653170156,,,,SCHOU1,French / Français,,,Régime Intra-Communautaire
res.partner_SCHOUT,SCHOUTEN JUWELIER,True,True,,POSTBUS 1060,,1700,BB HEERHUGOWAARD,,account_payment_term.30joursnet,31.725.71.55.00,31.72571.93.15,juwelierschouten@xsall.nl,,SCHOUT,Dutch / Nederlands,SCHOUT,vimaj287,Régime Intra-Communautaire
res.partner_SCHRAN,SCHRANDT LEDERWAREN,True,True,,POSTBUS 1318,,3500,BH  UTRECHT,,account_payment_term.30joursnet,030.23.18.888,,,,SCHRAN,Dutch / Nederlands,SCHRAN,mijis865,Régime Intra-Communautaire
res.partner_SCHREI,SCHREIBKULTUR & PAPETERIE,True,True,res.state_SACHSEN-ANHALT,AM EZK NOVA/EVENTIS,,6237,GÜNTHERSDORF,,account_payment_term.30joursnet,0049 3463839750,0049 3463839751,,,SCHREI,English,SCHREI,xesod290,Régime Intra-Communautaire
res.partner_SCHU,LEDER-SCHULZE (1540068257),True,True,res.state_SACHSEN,WENCESLAIGASSE 22,,4808,WURZEN,,account_payment_term.30joursnet,00-493425921890,,,,SCHU,English,SCHU,nusus222,Régime Intra-Communautaire
res.partner_SCHUHW,SCHUH WIDU DONBERGER,True,True,,SCHMIEDSTRASSE 23,,4070,EFERDING,,account_payment_term.30joursnet,,,,,SCHUHW,English,SCHUHW,tedol709,Régime Intra-Communautaire
res.partner_SCHUIL,SCHUILING LEDERWAREN,True,True,,UTRECHTSEWEG . 180,,6862,AV OOSTERBEEK,,account_payment_term.30joursnet,06.25.11.73.11,,,,SCHUIL,Dutch / Nederlands,SCHUIL,gujeb153,Régime Intra-Communautaire
res.partner_SCHUL,SCHULZ PETER LEDERWAREN GMBH,True,True,,HOMANNGASSE . 3,,8700,LEOBEN,,account_payment_term.30joursnet,0043 384245303,,,,SCHUL,English,SCHUL,jugib399,Régime Intra-Communautaire
res.partner_SCHULL,SCHULLER LEDERWAREN,True,True,,PREßLGASSE 8,,8230,HARTBERG,,account_payment_term.30joursnet,0043 6643938090,,,,SCHULL,English,SCHULL,texel902,Régime Intra-Communautaire
res.partner_SCHULT,ANNIE SCHULTEN V.O.F.(N°1550067040),True,True,,HERENSTRAAT. 14,,8102,CP RAALTE,,account_payment_term.30joursnet,572352384,,,,SCHULT,Dutch / Nederlands,SCHULT,zojag297,Régime Intra-Communautaire
res.partner_SCHUNK,SCHUNK HEERLEN BV,True,True,,PROMENADE 12,,6411JK,HEERLEN,,account_payment_term.30joursnet,0031 454000700,0031 455714911,,,SCHUNK,English,SCHUNK,pekul067,Régime Intra-Communautaire
res.partner_SCHUPP,LEDER SCHUPPMANN,True,True,res.state_NIEDERSACHSEN,KURZE STRASSE 4,,31061,ALFELD,,account_payment_term.30joursnet,05181.37.29,51815618,,,SCHUPP,English,SCHUPP,xulum951,Régime Intra-Communautaire
res.partner_SCHUS1,SCHUSTER LEDERWAREN,True,True,,SCHMIEDGASSE 17-19,,8010,GRAZ,,account_payment_term.30joursnet,,,verkauf@lederschuster.at,,SCHUS1,English,SCHUS1,sileq698,Régime Intra-Communautaire
res.partner_SCHWAB,LEDER SHOP SCHWAB,True,True,res.state_SACHSEN-ANHALT,COLLEGIENSTRASSE . 3,,6886,WITTENBERG,,account_payment_term.30joursnet,08481-40.10.39,,,,SCHWAB,English,SCHWAB,kelel716,Régime Intra-Communautaire
res.partner_SCHWAG,KAUFHAUS SCHWAGER GMBH & CO. KG,True,True,res.state_NIEDERSACHSEN,NEUE STRASSE 2,,37603,HOLZMINDEN,,account_payment_term.30joursnet,0049 5531123102,0049 5531123123,,,SCHWAG,English,SCHWAG,fuger612,Régime Intra-Communautaire
res.partner_SCHWAR,LEDER-SCHWARTZ (N°1540068139),True,True,res.state_BADEN-WÜRTTEMBERG,MARIENPLATZ 67-69,,88212,RAVENBURG,,account_payment_term.30joursnet,0049 75125950,,,,SCHWAR,English,SCHWAR,rajir324,Régime Intra-Communautaire
res.partner_SCHWIE,SCHWIEDER WERNER,True,True,res.state_SACHSEN,KIRCHBERGER STR. 14,,8112,WILKAU HASSLAU ,,account_payment_term.30joursnet,00-4937567669,,,,SCHWIE,English,SCHWIE,baqep184,Régime Intra-Communautaire
res.partner_SCL001,SARL SCL,True,True,,"4, RUE DE LA MADELEINE",,28200,CHATEAUDUN,,account_payment_term.30joursnet,0033 237451938,,contact.lesbijouxtiptop@orange.fr,,SCL001,French / Français,SCL001,jebux486,Régime Intra-Communautaire
res.partner_SCORP1,SCORPIOEN,True,True,,UTRECHTSESTRAAT . 40,,3401,CW IJSSELSTEIN,,account_payment_term.30joursnet,306884055,,,,SCORP1,Dutch / Nederlands,SCORP1,qaxub517,Régime Intra-Communautaire
res.partner_SCYLLA,MAROQUINERIE MARTIN - EURL SCYLLA,True,True,,"9, PLACE DU CENTRE",,22200,GUINGAMP,,account_payment_term.60joursfindemois,0033 296437378,,,,SCYLLA,French / Français,SCYLLA,tuzim505,Régime Intra-Communautaire
res.partner_SDAQUI,SD AQUITAINE,True,True,,"95, RUE DU PARC",,93130,NOISY-LE-SEC,,account_payment_term.60joursfindemois,0033 141838888,0033 141838889,,,SDAQUI,French / Français,SDAQUI,jugik901,Régime Intra-Communautaire
res.partner_SDB001,SDB PRODUCTION4COMMUNICATION,True,True,,DREVE RICHELLE 161 BTE 49,,1410,WATERLOO,,account_payment_term.30joursnet,02 3544001,02 6541777,,,SDB001,French / Français,SDB001,toxot500,Régime National
res.partner_SDGROU,SD GROUP,True,True,,RUE DE MANGOMBROUX 175,,4800,VERVIERS,,account_payment_term.30joursnet,087 316997,087 447878,dcollart@yahoo.fr,,SDGROU,French / Français,SDGROU,pipic755,Régime National
res.partner_SDMIDI,SD MIDI,True,True,,"95, RUE DU PARC",,93130,NOISY-LE-SEC,,account_payment_term.60joursfindemois,0033 141838888,0033 141838889,pierre.pecondon@lancaster.fr,,SDMIDI,French / Français,SDMIDI,nolip197,Régime Intra-Communautaire
res.partner_SDNORD,SD NORD,True,True,,"95, RUE DU PARC",,93130,NOISY-LE-SEC,,account_payment_term.60joursfindemois,0033 141838888,,,,SDNORD,French / Français,SDNORD,benur460,Régime Intra-Communautaire
res.partner_SDPYRE,SD PYRENEES,True,True,,"95, RUE DU PARC",,93130,NOISY-LE-SEC,,account_payment_term.60joursfindemois,0033 141838888,0033 141838889,,,SDPYRE,French / Français,SDPYRE,tazet986,Régime Intra-Communautaire
res.partner_SECRET,SECRETS DE FEMMES,True,True,,9. IMPASSE ECERTAIZE,,13015,MARSEILLE,,account_payment_term.60joursfindemois,,,j.bernardini@tiscali.fr,,SECRET,French / Français,SECRET,birip378,Régime Intra-Communautaire
res.partner_SEDUC1,SARL INCA - SEDUCTION DU CUIR,True,True,,CC AVANT CAP,PLAN DE CAMPAGNE,13480,CABRIES,,account_payment_term.60joursfindemois,,,,,SEDUC1,French / Français,SEDUC1,taces872,Régime Intra-Communautaire
res.partner_SEELEN,SEELEN IMPORT,True,True,,VAN GHERTSTRAAT 5,,5121,HZ RIJEN,,account_payment_term.30joursnet,0031 161222267,,,NL099833621B01,SEELEN,Dutch / Nederlands,SEELEN,vabib547,Régime Intra-Communautaire
res.partner_SEIDE1,SEIDEL LEDERWAREN,True,True,,HAUPSTR. 42 A ,,5600,ST JOHANN / PONGAU,,account_payment_term.30joursnet,0043 64127208,,,,SEIDE1,English,SEIDE1,rogos903,Régime Intra-Communautaire
res.partner_SEIDEL,SEIDEL SCHUHHAUS,True,True,res.state_SACHSEN,AUGUST BEBEL STRASSE 28,,9217,BURGSTÄDT,,account_payment_term.30joursnet,03724-855172,,,,SEIDEL,English,SEIDEL,muxud944,Régime Intra-Communautaire
res.partner_SEITE,SEITER SCHUH,True,True,res.state_BADEN-WÜRTTEMBERG,BAHNHOFSTRASSE . 10,,79189,BAD KROZINGEN,,account_payment_term.30joursnet,07633-14679,07633 160 594,,,SEITE,English,SEITE,juced743,Régime Intra-Communautaire
res.partner_SEITER,SEITER SCHIRME - LEDERWAREN,True,True,res.state_BADEN-WÜRTTEMBERG,SCHWANENSTRASSE . 12,,77815,BÜHL/BADEN,,account_payment_term.30joursnet,0.72.23./2.77.06,,,,SEITER,English,SEITER,vunud699,Régime Intra-Communautaire
res.partner_SEIZ,SEIZ HEIDEROSE,True,True,res.state_BADEN-WÜRTTEMBERG,G-BAUKNECHT-PLATZ 10,,73642,WELZHEIM,,account_payment_term.30joursnet,49.71.82.77.59,,,,SEIZ,English,SEIZ,gabad046,Régime Intra-Communautaire
res.partner_SEL,SELLERIES DE FRANCE,True,True,,RUE MARTIN BERNARD . 6,,75013,PARIS,,account_payment_term.60joursfindemois,01.45.88.43.28,01.45.88.61.78,,,SEL,French / Français,SEL,pemoq371,Régime Intra-Communautaire
res.partner_SELBY1,JAMES SELBY LTD,True,True,,384-400 HOLLOWAY ROAD,,N7 6PR,LONDON,,account_payment_term.30joursnet,0044 2076072466,0044 2077006223,,,SELBY1,English,SELBY1,bapij267,Régime Intra-Communautaire
res.partner_SELEC1,SELECTION SARL,True,True,,241 RUE DE GAULLE,,59110,LA MADELEINE,,account_payment_term.60joursfindemois,0033 320 553216,,,,SELEC1,French / Français,SELEC1,kocaf324,Régime Intra-Communautaire
res.partner_SELEC4,SELECTION PC,True,True,,RUE DU CULOT . 9,,4400,FLEMALLE,,account_payment_term.30joursnet,0476 505554,,,,SELEC4,French / Français,SELEC4,fejok039,Régime National
res.partner_SELECT,SELECTION MAROQUINERIE,True,True,,"31 , RUE LENEPVEU",,49100,ANGERS,,account_payment_term.60joursfindemois,0033 241889132,,,,SELECT,French / Français,SELECT,ruqun834,Régime Intra-Communautaire
res.partner_SELFOR,S E L F O R,True,True,,5 . RUE REAUMUR,,75003,PARIS,,account_payment_term.60joursfindemois,33142785445,00.33.1.48.04.34.03,selfor.marielaure@wanadoo.fr ,,SELFOR,French / Français,SELFOR,qipeq449,Régime Intra-Communautaire
res.partner_SELKIS,CASA SELKIS,True,True,,REITSCHULGASSE 18,,8010,GRAZ,,account_payment_term.30joursnet,0043 6509709514,,,,SELKIS,English,SELKIS,xirop698,Régime Intra-Communautaire
res.partner_SELLE,LA SELLERIE MAROQ.,True,True,,"11 , RUE DE LA MARNE",,44000,NANTES,,account_payment_term.60joursfindemois,0033 251721084,0033 251721084,,,SELLE,French / Français,SELLE,dijut777,Régime Intra-Communautaire
res.partner_SELLE1,SELLERIE WILSON,True,True,,"58, RUE DU PRESIDENT WILSON",,92300,LEVALLOIS,,account_payment_term.60joursfindemois,0033 147374193,,,,SELLE1,French / Français,SELLE1,gibug136,Régime Intra-Communautaire
res.partner_SELLES,SELLESLACH,True,True,,14. AUGUSTE DE BOECKSTRAAT,,1785,MERCHTEM,,account_payment_term.30joursnet,052 372466,,,,SELLES,Dutch / Nederlands,SELLES,bukoq215,Régime National
res.partner_SENGST,SENGSTSCHMID LEDERWAREN,True,True,,WIEDNER HAUPSTR. 60,,1040,WIEN,,account_payment_term.30joursnet,0043 15812397,,,,SENGST,English,SENGST,lugup289,Régime Intra-Communautaire
res.partner_SENIMO,SENIMOD,True,True,,CC DE LA THALIE,,71100,CHALON SUR SAONE,,account_payment_term.60joursfindemois,03.85.41.21.10,,senimod@free.fr,,SENIMO,French / Français,SENIMO,goduq221,Régime Intra-Communautaire
res.partner_SENK,SENK GEORGES,True,True,,PLACE DES TILLEULS,,14460,COLOMBELLES,,account_payment_term.60joursfindemois,02.31.82.98.36,02.31.82.98.20,,,SENK,French / Français,SENK,feqos377,Régime National
res.partner_SENTEX,SENTEX,True,True,,"157, CHAUSSEE D'HAECHT",,1030,BRUXELLES,,account_payment_term.30joursnet,0474 811281,,,,SENTEX,French / Français,SENTEX,renas954,Régime National
res.partner_SEPIAB,SEPIA BIJOUX,True,True,,"RUE DES AUGUSTINS, 16 C",,4500,HUY,,account_payment_term.30joursnet,085 313285,,,,SEPIAB,French / Français,SEPIAB,feric885,Régime National
res.partner_SERFI1,ANN SERFI,True,True,,DONKSESTEENWEG  . 212,PATIO DONK,2930,BRAASCHAT,,account_payment_term.30joursnet,03 6459385,,,,SERFI1,Dutch / Nederlands,SERFI1,dusuk932,Régime National
res.partner_SERPIE,SERPIE SA,True,True,,TSA 10709,,94971,CRETEIL CEDEX 9,,account_payment_term.60joursfindemois,01 49822240,01 49829001,,,SERPIE,French / Français,SERPIE,dorut845,Régime Intra-Communautaire
res.partner_SERRE,SERRE SARL,True,True,,RUE DE LA HAIE PLOUVIER,CRT N°1,59810,LESQUIN,,account_payment_term.60joursfindemois,03.20.86.22.43,03.20.87.51.80,,,SERRE,French / Français,SERRE,tuqax709,Régime Intra-Communautaire
res.partner_SETICO,SETICO (GROUPE INTROPA),True,True,,RUE MAURICE DOUCET,,27120,AIGLEVILLE,,account_payment_term.60joursfindemois,02.32.22.35.20,02.32.36.33.00,,,SETICO,French / Français,SETICO,juvak048,Régime Intra-Communautaire
res.partner_SETJPE,SETTIMIO DI PORTO,True,True,,"VIALE GIUSTINAINO IMPERATORE, 20",,145,ROMA,,account_payment_term.30joursnet,0039 65417246,,setjpelleterie@gmail.com,,SETJPE,English,SETJPE,rimin967,Régime Intra-Communautaire
res.partner_SEUTE1,SEUTERS SCHOENMAKERIJ ,True,True,,"TH.A.KEMPISSTRAAT 00016, 18",,8021,BB ZWOLLE,,account_payment_term.30joursnet,038.45.36.218,038.45.34.785,,ANCIEN GOLDKRONE (1550067041),SEUTE1,Dutch / Nederlands,SEUTE1,nazad520,Régime Intra-Communautaire
res.partner_SEVENS,SEVENS,True,True,,38 CHESTERGATE,,SK11 6BA,"MACCLESFIELD, CHESHIRE",,account_payment_term.30joursnet,0044 1625434312,0044 1625619472,info@sevensofmacclesfield.co.uk,,SEVENS,English,SEVENS,kulep399,Régime Intra-Communautaire
res.partner_SEVNI1,SEVNI BV,True,True,,HOEKEINDE 18,,5142,ED WAALWIJK,,account_payment_term.30joursnet,0031 416349785,,,,SEVNI1,Dutch / Nederlands,SEVNI1,qexas679,Régime Intra-Communautaire
res.partner_SEYNA1,LEDERWAREN SEYNAEVE,True,True,,ROESELAARSESTRAAT . 11,,8870,IZEGEM,,account_payment_term.30joursnet,051 302726,051 302726,,,SEYNA1,Dutch / Nederlands,SEYNA1,jijaz431,Régime National
res.partner_SGFISH,TASCHENFLAIR SAFI,True,True,res.state_BADEN-WÜRTTEMBERG,MAIN GASSE 15,,97877,WERTHEIM,,account_payment_term.30joursnet,,,,,SGFISH,English,SGFISH,fecok157,Régime Intra-Communautaire
res.partner_SHANGH,SHANG - HAI,True,True,,CC AUCHAN,,2100,FAYET,,account_payment_term.60joursfindemois,0033 323624460,0033 323670795,,,SHANGH,French / Français,SHANGH,gexiq405,Régime Intra-Communautaire
res.partner_SHEILA,SHEILANDI SPRL,True,True,,"RUE DES PREAUX, 1B",,7608,WIERS,,account_payment_term.30joursnet,02 8084679,,,,SHEILA,French / Français,SHEILA,nizog061,Régime National
res.partner_SHENZA,SHENZA.COM BV,True,True,,VEEMARKT 221,,1019CK,AMSTERDAM,,account_payment_term.30joursnet,0031 207371096,,,,SHENZA,Dutch / Nederlands,SHENZA,xoqem444,Régime Intra-Communautaire
res.partner_SHOEFI,SHOEFIX IMPRESSION ,True,True,,RAADHUISPLEIN . 4,,1701,EJ HEERHUGOWAARD,,account_payment_term.30joursnet,06.30.33.16.64,,,,SHOEFI,Dutch / Nederlands,SHOEFI,mesenger,Régime Intra-Communautaire
res.partner_SHOEPA,SHOE PALACE,True,True,,P.O. BOX 3490,QURUM - SABCO C.C.,112,RUWI,,account_payment_term.ttbeforeshipment,96824536090,,goldenm@omantel.net.om,,SHOEPA,English,SHOEPA,punuf060,Régime Extra-Communautaire
res.partner_SHOERA,SHOERAMA BV,True,True,,NIES V D SCHANSTR. 5-7,,5161,CE SPRANG CAPELLE,,account_payment_term.30joursnet,41.62.74.940,,,,SHOERA,Dutch / Nederlands,SHOERA,xikob268,Régime Intra-Communautaire
res.partner_SHOERE,SHOE REPAIR BV,True,True,,KAREL GERARDSTRAAT . 5,,7552,GT HENGELO OV.,,account_payment_term.30joursnet,010.521.44.89,010.521.06.18,,,SHOERE,Dutch / Nederlands,SHOERE,visaf597,Régime Intra-Communautaire
res.partner_SHOOT,LINO STORES SA,True,True,,AV. EDOUARD LACOMBLE .17,,1040,BRUXELLES,,account_payment_term.30joursnet,02 7354525,02 7356525,guillaume.marseille@wanadoo.fr,,SHOOT,French / Français,SHOOT,tareg557,Régime National
res.partner_SHOPCU,MAROQUINERIE SHOP CUIR,True,True,,"10, RUE CAPPEVILLE",,27140,GISORS,,account_payment_term.60joursfindemois,0033 232552637,,shopcuir@gmail.com,,SHOPCU,French / Français,SHOPCU,keqoq347,Régime Intra-Communautaire
res.partner_SHOPPH,SHOPPING HOME SPRL,True,True,,3. AVENUE DES BOULEAUX,,4053,EMBOURG,,account_payment_term.30joursnet,0495 796375,,,,SHOPPH,French / Français,SHOPPH,gisik350,Régime National
res.partner_SHUNXI,SHUN XIN,True,True,,C C AUX BORDS DE LOIRES,,58000,NEVERS,,account_payment_term.60joursfindemois,03.86.59.26.64 OU 65 ,,,,SHUNXI,French / Français,SHUNXI,xorep603,Régime Intra-Communautaire
res.partner_SHUSH,SHUSH MARKETING LTD,True,True,,1 CHESNUT COURT,THRYBERGH,S65 4RA,RUMIERHAM,,account_payment_term.30joursnet,7774992903,,,,SHUSH,English,SHUSH,mukap451,Régime Intra-Communautaire
res.partner_SIBERO,SIBERO SYSTEMS,True,True,,HOGE AKKER . 19,,5825,JX OVERLOON,,account_payment_term.30joursnet,478.64.05.55,,,,SIBERO,Dutch / Nederlands,SIBERO,pamic722,Régime Intra-Communautaire
res.partner_SICO,SICO BVBA,True,True,,WINKELSTAP 81,,2900,SCHOTEN,,account_payment_term.30joursnet,03 6471761,03 6471786,,,SICO,Dutch / Nederlands,SICO,makix686,Régime National
res.partner_SIEGNE,LEDERECK SIEGNER,True,True,res.state_BRANDENBURG,BERLINER STRASSE 9 ,,14712,RATHENOW,,account_payment_term.30joursnet,0049 3385 512450,0049 3385 512450,,,SIEGNE,English,SIEGNE,ninaz729,Régime Intra-Communautaire
res.partner_SIEMAR,SPRL SIEMAR,True,True,,"15, RUE DE LA GAIETE",,7130,BINCHE,,account_payment_term.30joursnet,,,,,SIEMAR,French / Français,SIEMAR,buteb875,Régime National
res.partner_SIKAN1,SIKAN LEDERWAREN (ROCHDI A.),True,True,,JAN EVERTSENSTRAAT . 83,,1057BR,AMSTERDAM,,account_payment_term.30joursnet,652042921,,,,SIKAN1,Dutch / Nederlands,SIKAN1,vefet018,Régime Intra-Communautaire
res.partner_SILBER,LEDER-SHOP SILBERMANN,True,True,res.state_SACHSEN,LUTHERSTRASSE 5,,4758,OSCHATZ,,account_payment_term.30joursnet,0049 3435624012,,,,SILBER,English,SILBER,qubos168,Régime Intra-Communautaire
res.partner_SIMARN,SIMAR NATHALIE (LA MAISON DE JULIE),True,True,,"GALERIE LA NEUVE, 36/40",,4650,HERVE,,account_payment_term.30joursnet,,,,,SIMARN,French / Français,SIMARN,fekab464,Régime National
res.partner_SIMONA,SIMONART,True,True,,"RUE FRANCOIS DORZEE , 72",,7300,BOUSSU,,account_payment_term.30joursnet,065 786993,065 795740,,,SIMONA,French / Français,SIMONA,gezip504,Régime National
res.partner_SIMONS,ANNICK SIMONS LED.,True,True,,"GENNEPSTRAAT , 14",,3545,HALEN,,account_payment_term.30joursnet,013 323148,013 338164,,,SIMONS,Dutch / Nederlands,SIMONS,libik541,Régime National
res.partner_SINOC1,SINOC LEDERWAREN,True,True,,SALZBURGERSTRASSE 223,"TOP 2/26 A, SHOPPING CITY WELS",4600,WELS,,account_payment_term.30joursnet,0043 724293965808,0043 7242207550,,,SINOC1,English,SINOC1,xidob859,Régime Intra-Communautaire
res.partner_SINTET,SINTETY UNIPESSOAL LDA,True,True,,AVENIDA DAS DESCOBERTAS N°90,LOURESHOPPING - LOJA 1031B,2670-385,LOURES,,account_payment_term.ttbeforeshipment,,,beatrizvidro@mlbolsas.pt,,SINTET,English,SINTET,xubaj241,Régime Intra-Communautaire
res.partner_SINTU1,SINTUREL MAROQUINIER,True,True,,4 . RUE SAINTE ROSE,,63000,CLERMONT FERRAND,,account_payment_term.60joursfindemois,04.73.37.16.13,04.73.36.71.95,efsintu@nat.fr,,SINTU1,French / Français,SINTU1,gicol346,Régime Intra-Communautaire
